0,source,sink,in_degree_a
1,2184483,1300190,102
2,3151356,1452193,39
3,1579396,193159,13
4,1406432,2481036,16
5,2389638,593017,30
6,228206,212805,14
7,1237964,879115,4
8,3318124,1840575,26
9,4522929,1552625,46
10,3406737,3781412,3
11,1567983,3008412,13
12,4370932,2906415,15
13,286240,474307,50
14,4796773,3115614,15
15,2207765,4354226,13
16,1283384,279636,9
17,368544,2431466,32
18,3921857,4512147,65
19,49037,3175009,212
20,61633,1064392,12
21,1459453,654182,30
22,447597,2736867,209
23,2121585,3413796,5
24,933347,1131654,349
25,3733033,488937,40
26,3023014,2817859,20
27,1404783,410037,50
28,1886158,3656408,126
29,3316731,4579088,28
30,2369031,1860112,259
31,2850334,755258,65
32,4606553,2879440,21
33,3013323,2064734,60
34,1653770,1190291,15
35,4540325,202508,41
36,4189431,4404645,48
37,1590268,3824559,9
38,2717491,421433,4
39,71500,2156609,9
40,2422900,325927,23
41,784291,4194667,295
42,3836480,4207316,9
43,2570161,3824301,4
44,2574465,1663756,1
45,195757,4324049,76
46,3501584,624570,18
47,2342205,3520804,248
48,2067826,727427,520
49,4787138,2365654,39
50,2907109,1536763,32
51,2979388,2811074,437
52,2773866,3562714,67
53,3467832,3446682,16
54,209191,3142365,659
55,1630356,2157727,29
56,662368,853327,78
57,3151576,4278188,51
58,2671870,4797151,4
59,3536080,614747,97
60,2541283,1592987,71
61,3848381,903626,96
62,811898,3593324,6
63,231650,4016607,100
64,1305368,3362916,20
65,3275981,2183299,7
66,3863858,4710588,105
67,938826,4543397,30
68,4705108,2629120,19
69,617435,2721940,42
70,2022904,1202849,110
71,4797294,3735230,9
72,2450052,2549546,5
73,24523,497993,341
74,4576342,1043689,50
75,1875903,2638090,26
76,930131,1305103,12
77,3872353,2516690,182
78,217062,20388,78
79,1628755,1120745,3
80,4033899,2555403,384
81,4600810,4690043,15
82,2852252,3901568,165
83,4128817,963520,86
84,4603833,3538910,168
85,2665129,694605,13
86,2506289,2034494,7
87,3755683,4027183,11
88,281045,1477566,27
89,525339,4345638,7
90,2872550,3571822,57
91,3996001,1317062,53
92,1630993,2942968,3
93,3519436,273127,4
94,1072548,4516657,18
95,3385377,21536,36
96,1698628,4155714,2
97,3421725,3521843,161
98,2930692,138960,10
99,3738701,228193,118
100,1729154,1781627,87
101,3763685,3856235,13
102,2141424,1303746,94
103,4842336,3181505,83
104,258948,1471608,18
105,721572,98932,16
106,1943690,492035,21
107,3345713,3762682,83
108,2924614,3377440,182
109,4112224,1051087,62
110,4110767,2609871,8
111,3922567,307495,27
112,558917,3683147,100
113,678764,1677837,53
114,4064525,2308522,14
115,2628408,2510362,357
116,4088436,483355,13
117,4294640,2123719,260
118,1062857,1809556,47
119,3287551,3077116,62
120,2921487,2416082,33
121,2206017,4727122,58
122,1601895,4424787,951
123,4538043,4347620,34
124,2494024,1709398,1
125,2380958,648703,7
126,3786904,871332,6
127,2705657,852814,25
128,2867762,2832683,6
129,4814135,2585300,67
130,1488632,297642,64
131,1789514,2955720,3
132,309474,3636323,11
133,4115547,879781,47
134,4771179,77677,108
135,1541973,2681572,154
136,660741,517853,5
137,4483428,1765722,11
138,2190643,2947163,20
139,2519581,3743967,18
140,4202801,710142,20
141,3417866,1598643,3
142,697388,943197,70
143,3899173,1397388,6
144,3150672,3974467,8
145,4449837,3538291,455
146,35548,3549289,26
147,2707088,2136581,10
148,1586232,3610552,21
149,1735883,1901143,320
150,2968005,1495600,302
151,2873622,3664409,36
152,3691603,3188162,25
153,1655116,365416,44
154,2312268,4219994,6
155,2349671,204712,2
156,1026366,792812,223
157,3417564,2307183,85
158,3687290,1281414,52
159,3327760,600051,1
160,1299905,4474903,25
161,3881924,783583,24
162,111970,2294803,278
163,3736271,433745,12
164,2807537,2703992,7
165,934509,1653156,414
166,4662733,4764472,11
167,1486892,237461,175
168,3026000,4750153,5
169,2436861,4683579,49
170,2295601,494551,2
171,2333576,4066830,159
172,1599720,3262474,1354
173,600846,64799,20
174,1285894,2023333,71
175,1590882,971074,3
176,357381,908061,11
177,2345122,743875,65
178,1164538,4273253,73
179,4624816,1789251,20
180,470204,3779626,26
181,2266717,1367613,7
182,2826267,928903,124
183,275804,1725270,11
184,3980329,4675165,4
185,41540,1437899,18
186,1810899,2882556,21
187,1230845,2027917,3
188,2472742,3567788,5
189,4174076,5480,25
190,4819127,543061,47
191,1512639,1757836,114
192,594370,207942,4
193,4066375,4645447,127
194,1326339,639157,151
195,1429554,3308151,2
196,2622002,3723250,31
197,3341679,524043,87
198,2241048,4039025,57
199,2529024,1545613,1
200,644069,2596251,26
201,1813318,1054633,3
202,3655158,37400,186
203,3418483,362485,2
204,408243,4594685,48
205,2105491,3781492,62
206,738704,4658228,3
207,2535426,1266511,161
208,3014450,2569650,26
209,2635308,3237136,66
210,2749135,3229933,17
211,1147295,4463463,4
212,495613,3009965,39
213,1376558,291125,18
214,2021517,4634127,177
215,4519174,520390,41
216,604125,4360758,2
217,3828465,3963629,34
218,2957639,4578655,114
219,4325972,1755579,2
220,1039233,3674322,5
221,1901862,4840530,17
222,2408015,1321954,20
223,4781379,52592,21
224,4583761,4572486,67
225,1476555,4751012,8
226,1636856,4208957,5
227,2038215,4162950,45
228,4216378,2118739,24
229,1136996,3640654,113
230,4178366,3164163,23
231,986629,3346537,100
232,2303520,663713,1
233,4708115,738568,7
234,3769409,1960538,27
235,2844371,3392930,128
236,1320291,3768226,58
237,1817011,3254390,151
238,3337956,1186643,106
239,414390,2341215,10
240,1185153,4799044,13
241,4182445,4255166,26
242,1429988,4034214,90
243,784476,4743804,12
244,1567741,2167167,11
245,378193,3858906,18
246,3193737,852669,21
247,222154,1096330,114
248,837136,4092142,23
249,3001803,1421121,1
250,4497472,970834,11
251,78652,876913,299
252,1740390,2913793,35
253,4608977,2576561,5
254,2146076,3373346,234
255,4043972,3448830,151
256,2066994,3418202,5
257,559972,3695276,55
258,2427345,214090,42
259,1635607,4683806,43
260,4435111,1900279,31
261,541055,1731912,86
262,1745528,2194526,92
263,754926,762964,67
264,2093716,3996594,173
265,4640383,987793,567
266,4298408,420656,95
267,4725488,1747009,16
268,2264477,2991814,11
269,4421319,4161763,60
270,4007453,1159092,333
271,2690596,3915235,209
272,3602451,2065513,137
273,504324,2747208,133
274,30083,1972008,8
275,1025903,2722816,18
276,2607838,4292513,26
277,132853,1928713,376
278,1841790,1805282,4
279,699145,2039550,208
280,1632938,2917594,41
281,740264,775607,94
282,2326042,3593013,844
283,2597890,4398241,24
284,4347620,3709618,24
285,2956481,3808878,1350
286,2421138,2173151,61
287,3325878,3941234,46
288,3969780,3375372,54
289,641527,2264701,24
290,3750870,214372,47
291,3136757,2292933,19
292,194271,4138613,1
293,4837795,2032867,28
294,4532809,3889649,2
295,2019222,2153519,2
296,1047207,311498,6
297,2970262,1729215,327
298,1221209,2747564,2
299,268995,1173364,23
300,4427946,1339329,56
301,1607490,654860,3
302,1460872,4581556,15
303,2019845,4577899,5
304,1704367,3164073,37
305,2745910,3104940,2
306,2133929,3867352,5
307,3871942,4799962,65
308,3257910,588337,2
309,765302,2762989,247
310,3960835,4669648,84
311,2629112,1529484,136
312,2073048,421699,16
313,4524669,2949748,9
314,144060,3080263,26
315,3764504,3328639,13
316,433097,4052222,17
317,1986630,2951260,49
318,2398278,209191,5
319,1974705,1581879,12
320,1443500,1164411,183
321,3550092,3753484,330
322,3107199,690742,145
323,2019781,636552,2
324,3478606,1281736,2
325,919613,1735123,57
326,1432948,4331707,2
327,4782388,1065417,15
328,596337,409262,2
329,4106517,3002541,358
330,1065985,4673981,4
331,3757808,890719,2
332,4865292,2472812,51
333,1817278,3209863,66
334,2535495,1937230,166
335,1524949,2845319,44
336,2699583,2224526,6
337,3589315,1592667,223
338,1501709,3370956,7
339,2135899,3893892,404
340,3380008,1519730,9
341,3120092,4618432,2
342,1322906,784341,87
343,155804,834066,36
344,56567,3302825,138
345,432620,112551,37
346,1239755,165055,8
347,2314931,2658417,587
348,3043233,857634,6
349,4444751,719172,28
350,3144674,3401173,32
351,2681125,4245138,28
352,4355412,3494128,76
353,4114591,1582028,2
354,4099850,924833,179
355,103916,2808644,48
356,520324,3222831,198
357,3443992,280322,43
358,2008046,4864558,213
359,1981993,463338,1413
360,3004094,819288,31
361,4467857,2374812,87
362,1143671,3610611,70
363,1114213,140603,194
364,2283170,3108276,119
365,3039452,1019859,56
366,298011,2396903,195
367,3491637,3299008,44
368,4345638,1914315,55
369,3193210,370765,4
370,279329,4093834,46
371,1091584,977565,119
372,4310710,290077,213
373,3725239,1818269,95
374,1799182,3537761,318
375,4366747,1672058,80
376,2921853,1063377,56
377,3210136,2558297,12
378,1618265,2401545,11
379,335479,673405,6
380,2393127,315060,49
381,2305619,2629421,56
382,94280,1191204,11
383,3396488,1921136,43
384,1184100,1487302,88
385,3561479,3836738,67
386,2920873,2227745,119
387,3576624,4268303,83
388,527595,1894941,112
389,919165,1264290,4
390,4014552,4632479,83
391,4135084,17392,140
392,245914,1905607,17
393,2618052,4188938,2
394,4836378,4536767,5
395,437876,2566889,40
396,2497998,95673,14
397,1036152,502401,39
398,2585063,3153339,20
399,311952,487639,22
400,4260998,2255438,5
401,795918,448525,109
402,2720299,2127901,38
403,1459605,3749748,6
404,3547614,2860781,41
405,3335130,438964,9
406,1933312,3256959,19
407,3564448,167816,77
408,3432616,2332893,29
409,2633605,1933805,27
410,2832099,593309,9
411,2366431,4838273,157
412,623567,2164839,92
413,3994516,1354897,16
414,2315048,2033602,8
415,1637898,4121411,14
416,892193,4336282,136
417,4578655,3601327,972
418,4152864,1994852,1
419,2533205,2449296,15
420,3035063,3658576,43
421,1063789,1199206,3
422,4717616,489300,48
423,3652352,1702417,50
424,1024682,1315850,3
425,2587055,3472626,23
426,2086863,512769,148
427,1493935,2241589,4
428,941692,3517094,54
429,2912801,871888,4
430,3606548,626239,153
431,2200735,2157328,12
432,3544260,2618757,58
433,1862492,54381,5
434,3445194,2976923,1
435,4114513,3383210,23
436,3744513,1129682,17
437,2055183,1190704,5
438,3592571,377102,5
439,484479,352855,85
440,4518583,1939151,456
441,2741551,3680201,16
442,2589986,4298355,1
443,3446506,3393730,19
444,1080614,1486892,22
445,3819586,3914665,12
446,2232341,2167763,118
447,3663392,2116501,116
448,135756,1415397,10
449,1304570,762511,77
450,3268179,1312177,92
451,1034420,2582486,12
452,1395712,207348,75
453,28366,1841875,20
454,628921,901150,19
455,2156930,302849,4
456,4742865,4011635,115
457,579052,4286269,160
458,3622805,2239775,9
459,1097755,19760,11
460,4681267,4047729,106
461,4214037,1124684,28
462,3328824,4725447,366
463,1632157,3441172,134
464,2733872,2966772,33
465,4402871,3812818,85
466,1807180,817365,143
467,2763391,4023498,21
468,1626617,2819030,91
469,4130943,4188416,29
470,467667,4000293,68
471,585290,2615912,1
472,3437795,2770964,174
473,3206172,4186227,60
474,174802,3795595,112
475,4371955,1776702,22
476,2810159,2277589,3
477,2044305,2746365,566
478,2952533,3517217,32
479,2914124,4682995,1
480,61530,3335540,65
481,4591296,1929062,18
482,4428300,2480985,30
483,46090,1450214,67
484,659769,20462,71
485,636099,1164072,9
486,2407305,95886,71
487,1475238,1917370,118
488,550624,1332575,125
489,3206394,2933565,15
490,3940380,3051327,16
491,273164,1413055,128
492,1957538,4839138,77
493,2749267,3859663,7
494,173719,2037535,134
495,384254,3003794,46
496,410127,290758,34
497,2586954,1166818,75
498,172972,4299050,4
499,2422604,909677,27
500,4326329,732416,15
501,3476921,4329139,269
502,2346396,3113197,10
503,1397316,1548423,1458
504,4590349,4475906,6
505,4462368,1729215,69
506,1327440,2866511,109
507,505918,80983,42
508,1041665,246307,23
509,1619831,4149096,6
510,1602676,4821149,17
511,4498800,2530095,10
512,1220744,2494359,30
513,3216894,2917270,3
514,823636,3470096,80
515,2464404,2214631,199
516,2225928,937883,10
517,3874174,3660958,9
518,4510312,4641648,7
519,1772905,1164032,31
520,497126,1813537,14
521,3956535,1366076,31
522,311395,4517546,35
523,691053,2551093,46
524,1202094,4419310,11
525,2511862,702114,55
526,1537593,3531111,20
527,1809060,2755105,7
528,4561995,4101406,782
529,1183256,851822,54
530,2259583,180886,732
531,617956,2413499,216
532,1294163,515021,16
533,2063062,1342577,141
534,1800416,2888042,1
535,4691181,4610787,5
536,1834142,3836704,25
537,949172,2071647,1
538,2536161,4132261,165
539,625451,3547349,346
540,2290078,107998,30
541,3494888,248970,13
542,268519,2884416,1
543,158115,4633431,84
544,4699529,317786,588
545,3256646,751974,21
546,3725632,731420,6
547,2171358,4477620,52
548,931647,1765411,5
549,2744198,3642845,58
550,1765731,1258166,200
551,2649630,1742482,296
552,1641756,2486979,58
553,4036817,1703634,7
554,3849807,2866908,64
555,1167211,1840412,115
556,4766814,3298954,161
557,947762,3341056,19
558,3136926,4534450,4
559,3730870,3175312,23
560,2690278,3761780,82
561,2058283,8356,12
562,2646810,4575002,7
563,3633833,2573172,20
564,4247331,82320,253
565,3983042,2701676,9
566,2093176,2186222,11
567,1412983,2528294,8
568,3920505,4846084,2
569,3320046,4335591,95
570,1262238,1048746,16
571,3059183,1766159,100
572,1495241,4548619,62
573,3717996,3452178,285
574,908046,458466,248
575,319732,3806748,115
576,748200,1665032,23
577,856916,2741764,554
578,2695621,4579955,656
579,4016649,3678951,16
580,3699726,4642092,18
581,4599604,1537367,112
582,4323755,1211774,712
583,117178,2785207,59
584,2934603,2472584,46
585,1432887,2529373,143
586,4493215,2784278,16
587,4159232,4217711,24
588,3756910,1193087,679
589,1648871,4590454,1
590,4458811,3019604,102
591,3148390,2002788,29
592,769445,2986095,19
593,4542296,4029056,14
594,3097604,4305969,481
595,3135278,1898689,73
596,3490385,2303097,16
597,2880138,1230311,9
598,1799854,1094216,28
599,3441024,3198893,2
600,1712592,256053,289
601,1213060,3485270,99
602,674419,1687481,68
603,2253113,4199739,254
604,1687100,4699308,49
605,1687914,1492115,252
606,4467644,4597686,27
607,1287150,4587728,23
608,885888,2401150,19
609,4059232,1934540,327
610,2167353,2927967,44
611,2431787,2243309,263
612,4066935,3061931,142
613,2912103,2616761,6
614,1451983,4398710,49
615,1760195,3815591,8
616,1268923,4185459,23
617,3584579,4561007,3
618,3210823,4593452,1
619,2679215,4079576,21
620,3308965,1499488,12
621,1308257,1360090,65
622,4556619,524247,28
623,3464435,3158801,164
624,4834181,1615948,8
625,4548696,2910685,79
626,1486569,380005,17
627,1221273,4569835,57
628,1504438,1269021,280
629,273892,4626132,118
630,4312824,3833152,92
631,2240718,1337977,2
632,1187945,4097285,211
633,1628691,4570236,3
634,3764155,1080529,225
635,2259251,4196528,3
636,2299390,1491019,11
637,1049492,398291,447
638,233391,2965375,7
639,717673,3995418,17
640,2941407,2964315,123
641,682761,1558128,5
642,4352101,697201,21
643,4239933,2533625,9
644,1068581,2394046,69
645,1176065,3366522,202
646,2913818,4272458,21
647,4159234,597760,4
648,4818958,708203,7
649,3192626,1092178,65
650,3438286,4629375,25
651,879908,4254453,10
652,1954387,610672,15
653,1452,3373263,141
654,4207021,606980,251
655,1413126,2746611,61
656,3149884,128838,53
657,2598830,299664,10
658,3017206,948009,817
659,970600,2125683,204
660,1211741,4121054,16
661,2835234,570107,555
662,675370,1471569,14
663,4610268,1275066,4
664,1584806,1092555,99
665,2904717,762869,23
666,3892708,1170664,13
667,3976780,1552898,1
668,1808958,3153165,235
669,3293844,282738,5
670,2027803,2619844,74
671,250137,2976917,48
672,4418160,3626136,427
673,3372601,3785031,228
674,3318630,701503,159
675,3961269,303000,33
676,1978642,1969680,54
677,1285540,3833101,2
678,4399173,2631408,33
679,1225417,3677077,7
680,1917370,970119,177
681,716749,4720136,17
682,2164938,2616090,68
683,4021250,1378011,322
684,1898939,2124762,38
685,725231,2353568,57
686,1072647,2289244,25
687,3316884,1440533,138
688,2308616,4597182,16
689,2468610,1173627,48
690,4280660,4011543,12
691,4358480,2619379,1
692,4247587,4266094,132
693,1362833,4644467,26
694,4849080,384166,340
695,2933517,1722935,35
696,251110,4829418,20
697,3046801,4326881,330
698,3300747,409240,14
699,2205989,736972,21
700,4759196,2959134,92
701,352777,1582441,75
702,4732444,4677915,88
703,1450478,3800540,3
704,3345046,4255985,415
705,807609,2070084,103
706,1893341,2401643,167
707,3968198,1413750,67
708,3502346,4395778,224
709,3424526,865480,42
710,3997092,847152,39
711,871619,88771,56
712,3591727,4128045,206
713,812874,2576794,30
714,2967237,819090,24
715,2683846,1765869,74
716,3933860,4187117,5
717,3755255,3173162,129
718,4479676,2054407,23
719,1092129,4740893,185
720,2978353,487236,18
721,2831459,3748022,197
722,1861711,3429791,22
723,128268,3306286,3
724,4447307,3657540,7
725,4583130,4195270,48
726,1903802,3756910,118
727,1226964,4506897,23
728,4122877,478112,34
729,3531100,4818685,12
730,4722544,1565469,10
731,492776,2057832,8
732,202406,1370056,47
733,739365,4478927,8
734,3130360,3381180,29
735,3971343,774221,8
736,1639225,497594,24
737,3080878,3107755,38
738,314720,466302,38
739,4074945,67911,25
740,4627005,3010945,36
741,3763328,2178305,126
742,265346,3088232,489
743,3446384,679574,9
744,887938,3994705,1
745,3223920,2516690,10
746,4858799,4350911,89
747,4510458,1127255,8
748,2270094,2546813,7
749,4060750,2393523,21
750,4282575,3861442,5
751,3251045,3297002,73
752,3031208,664506,25
753,3434262,3173953,77
754,2226291,4082571,8
755,2032980,4096612,24
756,4143745,683678,15
757,2220133,979255,48
758,552690,1513515,61
759,2089216,4666032,8
760,734968,4266986,27
761,748396,3222295,12
762,3473274,4010152,112
763,401726,1700117,101
764,4205304,4326349,53
765,713973,3737538,5
766,268979,3902256,16
767,1774406,2445713,11
768,1566271,3727886,28
769,1747009,542316,18
770,3760607,1428975,19
771,2062066,3937192,83
772,2469227,2769934,5
773,463854,2442529,109
774,3369814,1205255,6
775,268091,1807947,39
776,3561896,257577,226
777,4181239,2507601,27
778,745210,3851609,29
779,4247950,4173475,49
780,4611286,3527826,65
781,3094990,3311965,188
782,4459514,1633484,4
783,2814285,4198583,262
784,2152778,2815618,74
785,9202,1609289,96
786,2858107,3025604,204
787,3881850,3284336,16
788,1200874,703387,27
789,1730864,4776931,34
790,1976020,3906437,91
791,3478937,4411245,27
792,2606468,2151625,38
793,810847,3601552,33
794,2518054,3994251,194
795,4730476,3723065,243
796,2675276,1802531,31
797,274343,996371,300
798,3650803,3477517,499
799,1159131,3007594,22
800,4660393,1063328,60
801,1430292,3755407,21
802,4855215,3292438,30
803,155341,4215650,39
804,4791237,668241,86
805,504848,1473701,223
806,812688,440093,1
807,1218819,4522612,19
808,904699,3825480,32
809,3371729,3273144,18
810,2518902,2524567,89
811,2608048,891969,6
812,133167,3827835,920
813,1735998,2685390,26
814,1851023,2661301,15
815,4223007,4651979,185
816,2978385,4096612,100
817,2982118,2890172,69
818,1985096,3281495,49
819,2872865,772280,248
820,1730546,2700195,29
821,3759171,3267798,5
822,1474194,1736248,34
823,136049,1205898,40
824,779856,2791664,8
825,2976069,2589511,35
826,56121,3118599,6
827,752326,4027234,10
828,1129405,1073098,24
829,4219582,352759,40
830,67800,1774334,173
831,1562061,3275980,1
832,4469172,3056997,48
833,1632644,2747148,28
834,2103452,2394094,5
835,1792282,1275575,19
836,2337068,2777919,137
837,383188,487074,121
838,3624273,1694426,253
839,1927607,3784976,120
840,2564846,3871166,13
841,469289,3658913,621
842,3579512,3070342,6
843,3609789,1916723,35
844,1005255,2558769,37
845,4820881,4005729,526
846,2666350,3968888,50
847,979653,1836007,18
848,3156444,3459373,7
849,3454223,3088232,103
850,1691726,1990675,4
851,1938140,1764317,34
852,2920273,123591,2
853,4778699,1201096,96
854,267534,1380378,24
855,1135603,2685283,20
856,4743153,535280,40
857,4164647,4571277,141
858,3251800,3853574,215
859,142496,2824480,77
860,1353165,2287915,148
861,4721192,3288243,33
862,148935,1140025,39
863,754986,4625985,48
864,3100893,2493630,11
865,1456698,2760565,5
866,3167544,3065172,76
867,1615945,2471103,5
868,923082,3893890,53
869,3615734,3970114,7
870,2299912,1008064,226
871,609330,1397316,45
872,2338838,4834648,31
873,2017826,2903363,15
874,1049150,4124480,342
875,2608376,3824501,35
876,1482666,1660395,260
877,1306100,1678282,19
878,2826278,3611999,155
879,2395078,2721855,13
880,3680790,2927670,90
881,4272458,151153,189
882,3596185,1595754,24
883,370525,4291780,258
884,2226097,1974361,36
885,431391,1102747,81
886,300097,726929,12
887,750926,2586375,145
888,153480,4192365,16
889,3506025,212805,22
890,2452484,2199228,3
891,1233851,3304718,91
892,456126,2103578,13
893,3286368,1614313,37
894,759809,1677060,16
895,3538278,1922398,92
896,783972,4757627,6
897,2085193,3886160,71
898,623444,2262983,27
899,1219418,528928,126
900,1998627,538998,290
901,573693,3400944,10
902,1101947,1959052,4
903,3887171,617576,8
904,4093525,4161490,25
905,1711569,1503250,38
906,1318170,2766614,14
907,2915489,2434223,5
908,4713292,1735687,225
909,4342160,4836932,4
910,563322,1340111,97
911,922949,1049281,107
912,1455727,1967550,141
913,4347727,2401865,296
914,1779478,4553620,9
915,820951,1133567,126
916,1295223,3606238,101
917,234766,1989292,10
918,495684,2052579,74
919,2604474,262528,39
920,4457096,3095483,5
921,3225386,1483950,58
922,3959449,2151517,1
923,2695091,2128045,7
924,2245867,2784159,2
925,1719345,2177982,203
926,3795465,4690299,20
927,2902003,1374445,675
928,1895458,1253026,18
929,888120,888836,242
930,4866498,2486525,235
931,184687,4696690,37
932,2871308,1064883,73
933,552693,4180588,23
934,460696,978745,18
935,3721072,2717219,33
936,242742,637362,63
937,4147170,3324817,24
938,1299015,127123,1196
939,833087,907052,60
940,137437,4005148,26
941,2474997,2999710,12
942,4137763,2898182,9
943,475232,3873884,20
944,2519600,3144985,34
945,851486,1253335,21
946,1484675,2555689,12
947,863325,3528798,43
948,865410,2270767,590
949,1588061,4013191,45
950,2975625,2363738,104
951,919101,1522214,2
952,3893222,4116046,17
953,4759359,824031,279
954,3298060,3649303,31
955,1618544,1613382,4
956,2324352,816913,1418
957,4499487,3804486,5
958,861461,2833178,92
959,2713798,2885043,54
960,2475214,343584,8
961,2815706,716282,74
962,810494,785119,79
963,3743292,29959,3
964,4022436,2309371,51
965,1576600,3241571,15
966,3164595,727760,47
967,2342340,2371785,1
968,3318025,3258850,8
969,854025,2258576,85
970,3446567,621120,29
971,3067879,2330265,15
972,989455,1268920,83
973,3517389,843636,176
974,2506342,1857594,138
975,863783,4395944,46
976,1632116,1528823,5
977,2359631,4515216,749
978,3317934,3629131,620
979,2932339,2350634,15
980,927463,1514817,7
981,3598083,1721413,57
982,2429371,9946,5
983,1039279,3411931,64
984,2895068,3918393,66
985,1854023,1483116,36
986,725415,2082827,20
987,1202857,1678405,36
988,3689215,1218296,31
989,4528705,1142702,81
990,4034438,711824,5
991,3782034,3556169,50
992,1014721,1666556,4
993,3270580,3395510,15
994,2324422,4426524,204
995,1194190,345813,251
996,2625217,1996375,91
997,2824005,2211339,16
998,1576591,4166917,562
999,380525,4664852,6
1000,3993072,2416078,16
1001,1094048,594102,75
1002,4600134,624993,102
1003,2764263,2893207,6
1004,4177865,2882100,47
1005,4623321,4808386,85
1006,3718908,4679904,111
1007,2745387,3910839,49
1008,3195688,112647,3
1009,1813368,1770441,82
1010,2009930,4758377,463
1011,1787403,2443214,146
1012,4726874,1894531,20
1013,127950,3728341,593
1014,3794842,3706176,26
1015,3296250,3535207,150
1016,4811622,757734,302
1017,3683564,2701054,69
1018,1283657,689821,161
1019,3836659,4321162,43
1020,1488401,3872415,711
1021,31098,1030864,13
1022,2451660,1970291,14
